,opinion_id,author,recommendation,score,purchased,published_at,purchased_at,thumbs_up,thumbs_down,content,pros,cons
0,17398055,t...2,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-13 19:08:18,2023-03-14 13:00:07,0,0,Aparat na prezent,[],[]
1,15460718,Użytkownik Ceneo,,"4,5/5",,2019-11-23 00:00:00,,0,0,"4,5/5",[],[]
