,opinion_id,author,recommendation,score,purchased,published_at,purchased_at,thumbs_up,thumbs_down,content,pros,cons
61,14214977,j...r,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2021-04-01 09:10:33,2021-03-14 23:20:42,0,0,Bardzo przydatny.,"['b.dobry desing', 'efektywność', 'jakość wykonania', 'komfort użytkowania', 'łatwość czyszczenia', 'pojemność', 'różnorodność potraw', 'szybkość nagrzewania']",[]
62,17042444,i...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-01-20 11:13:15,2023-01-04 19:00:39,0,0,Super urządzenie,"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
63,15635378,p...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2022-01-31 16:16:10,2022-01-29 10:00:52,0,0,Żona zadowolona!,"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
64,16066147,b...4,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2022-05-10 19:00:41,2022-04-10 10:35:56,0,0,Wszystko super,"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
65,15533520,o...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2022-01-11 07:56:43,2021-12-25 08:31:54,0,0,Super sprzęt,[],[]
66,15178545,K...a,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2021-11-08 10:09:08,2021-10-29 19:45:21,0,0,Super sprzęt,[],[]
67,15608177,a...z,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2022-01-25 14:33:27,2021-11-12 23:26:15,0,0,Dobra jakość,[],"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']"
68,14031116,m...6,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2021-02-27 10:08:24,2021-02-10 17:32:41,0,0,Polecam !!!,"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
69,15683946,lucynahayek1*****,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2022-02-10 12:08:01,2022-02-03 23:10:11,0,0,Rewolucja,"['łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
70,13510238,j...z,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2020-12-04 22:40:14,2020-11-18 21:23:45,0,0,OK.Polecam,"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
71,16025692,Artur-es1*****,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2022-04-29 12:53:53,2022-02-17 19:50:56,0,0,Doskonały,"['b.dobry desing', 'efektywność', 'jakość wykonania', 'komfort użytkowania', 'łatwość czyszczenia', 'pojemność', 'różnorodność potraw', 'szybkość nagrzewania']",[]
72,13891840,r...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2021-02-03 19:35:16,2021-01-24 12:32:28,0,0,Jest ok,"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
73,13626441,o...l,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2020-12-22 07:54:48,2020-12-10 15:13:39,0,0,Polecam,[],[]
74,13477101,s...b,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2020-12-01 11:14:39,2020-11-11 23:00:45,0,0,Super,"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
75,13885544,r...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2021-02-02 22:38:05,2021-01-14 11:51:55,0,0,Super,[],[]
76,13215482,t...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2020-10-15 06:37:44,2020-10-05 21:21:15,0,0,Super,"['efektywność', 'jakość wykonania', 'komfort użytkowania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
77,17153056,j...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-02-16 11:18:04,2023-02-15 19:30:41,0,0,Ok,[],[]
78,16020292,p...z,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2022-04-28 14:18:47,2022-04-23 10:31:00,0,0,ok!,[],[]
79,15228475,d...h,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2021-11-19 00:07:59,2021-10-26 14:45:34,0,0,...,"['jakość wykonania', 'pojemność', 'szybkość nagrzewania']","['b.dobry desing', 'cena', 'drogie akcesoria', 'efektywność', 'komfort użytkowania', 'łatwość czyszczenia', 'różnorodność potraw']"
80,17010719,u...l,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-01-12 21:24:25,2023-01-04 13:00:43,0,0,Ok,[],[]
81,15929624,s...w,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2022-04-07 10:30:19,2022-04-06 07:30:56,0,0,OK,"['jakość wykonania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
82,14849566,e...9,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2021-08-17 11:10:30,2021-07-24 19:04:54,0,0,ok,[],[]
83,13696612,l...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2021-01-02 00:34:46,2020-12-15 08:39:28,0,1,Ok,[],[]
84,13149164,l...o,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2020-10-01 11:32:09,2020-09-14 09:58:37,0,2,Super!!!!,[],[]
85,12993519,Użytkownik Ceneo,Polecam,5/5,,2020-08-23 15:29:24,,7,2,"Kupilam i nie żałuję, genialne urządzenie warte swojej ceny! Skrzydełka i udka - chrupiąca skórka, soczysty w środku.. Frytki robilam raz i wcale nie są suche jeśli wcześniej są dobrze wymieszane z oliwą i przyprawami, wyszły przepyszne i może nawet lepsze niż ze zwykłej frytownicy 😊
Jedynie trzeba pilnować żeby nie było wody w środku, wszystko musi być osuszone, bo inaczej może trochę zadymić kuchnię ;)","['efektywność', 'jakość wykonania', 'komfort użytkowania', 'łatwość czyszczenia', 'pojemność', 'szybkość nagrzewania']",[]
